id,premise,hypothesis,lang_abv,language,label
ba01e23d88,"Kama mimi Msikoti wa majivuno, ninahisi kuwa sababu kubwa ya hii maanzilishi ya ukosefu wa tamaa ya kilugha inapatikana kwa majimbo ya kinyumbani.",Lugha ya kikanda inawezekana kutokana na ukosefu wa tamaa ya lugha.,sw,Swahili,0
648feccb3d,Ca'daan closed the door behind them and retied the not.,"Ca'daan closed the door as they entered, and bound it shut with rope.",en,English,0
b23bdc1a30,Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.,A main train line went between all the small towns.,en,English,0
bf6fb470ee,"Лингвисты, которые пишут книги, по-видимому, всегда навязывают свою точку зрения, порой, мягко говоря, маловразумительную.",Большинство лингвистов пишут книги для продвижения мнений других.,ru,Russian,2
b5ca4c01f3,i think that the people that are um have um a lower income which you automatically equate with lower education,I think higher income equals lower education.,en,English,2
44bad2a664,"Be of good cheer,","Be of good cheer, for beer time is near.",en,English,1
5594f92e61,"In reviewing this history, it's important to make some crucial distinctions.",There's no point in analyzing the past.,en,English,2
970707c7f5,"The Black River, at 71 km (44 miles), is the longest in Jamaica; it was an arterial route used to transport rum and lumber from the inland plantations.",The Black River received its name because the water in its stream is actually black.,en,English,1
3fa01b03f8,in our town of five thousand we have one that is uh local FM AM station and their news is fed from CNN too uh it's more of uh,The town radio station never relied on any national news sources.,en,English,2
2c9359d401,Elle n'exploserait pas sans le détonateur.,Le déclencheur le fait exposer.,fr,French,0
0bc8210460,There are certain categories of control activities that are common to all agencies.,Control activities such as safe business practices are universally common across all agencies.,en,English,1
cfcc3db071,Περιπλανηθείτε στους ορόφους και μιλήστε στους ηθοποιούς που παίζουν τους ρόλους των ναυτικών και των οδοιπόρων.,Οι ηθοποιοί πληρώνονται δέκα δολάρια την ημέρα για να προσποιούνται ότι είναι προσκυνητές.,el,Greek,1
d37166ccce,"More than 100 judges, lawyers and dignitaries were present for the gathering.",Only two people showed up for the gathering.,en,English,2
1575809c3c,He had forgotten about Adrin.,He remembered Adrin all this time.,en,English,2
db6d9923f3,"In other words, the paper exhibited the all-too-typical journalistic tic of exposing potential conflicts of interest involving politicians while ignoring those involving journalists.","The paper shows, the journalists exposing potential conflicts of interests around politicians, but never exposing other journalists.",en,English,0
1e9caaf93c,The final reason for the teen renaissance is boomer self-obsession.,Boomer self-obsession is one of the reasons for teen renaissance.,en,English,0
9d597f75c9,"After the death of Columbus in 1505, Jamaica became the property of his son Diego, who dispatched Don Juan de Esquivel to the island as Governor.","Jamaica was inherited by Columbus' son, Diego.",en,English,0
1e0cc288b1,但是，他们住在奥古斯塔郊外的一个叫伊万斯的小镇上，伊万斯现在还在，我的许多亲戚仍然住在那里。,他们有二十个家庭成员居住在埃文斯。,zh,Chinese,1
9deab91b98,Задержанный датирует встречу со Слахи октябрем 1999 года.,Собрание состоялось в декабре 1998 году.,ru,Russian,2
8d7f3793e5,انہوں نے جیل میں لے جانے والے بولی، جیریمی نے خاموشی سے کہا,Jeremy aik samundari dakoo tha apni pori zindagi.,ur,Urdu,1
56d48aa27a,"They won't be killing off George Clooney's character at ER like they did to Jimmy Smits at NYPD . Instead, Dr. Doug Ross is being forced out over the next two episodes because the maverick heartthrob gives an unauthorized painkiller to a terminally ill boy (Thursday, 10 p.m.).",George Clooney will lose his job because the producers don't think he can act. ,en,English,2
fd0d3579c4,"120 ""You do not think I ought to go to the police?""",Should I not go to the police?,en,English,0
e21db52eb1,yeah because those things i think would just snap you know,Because they would survive easily.,en,English,2
f9f20650aa,We have taken a number of steps to empower and invest in our employees.,The steps we have taken put programs for the employees in place.,en,English,0
6960d6ed8a,"vahee baat New York Times ke lie nahin kaha ja sakata hai. cocaine vivaad par apne sampaadakeey mein, Times ne Bush ko eemaanadaar hone kee salaah dee aur kaha ki desh ko apana upaay karane den.",टाइम्स ने कहा कि बुश को हर किसी से बस  झूठ बोलना चाहिए।,hi,Hindi,2
85cc0bfc3d,"In the case of speech, Fiss appears to believe that the reason the American public is less enlightened than he would wish it to be concerning matters such as feminism, the rights of homosexuals, and regulation of industry is that people are denied access to the opinions and information that would enlighten them.","People in America are very well informed on controversial topics, according to Fiss.",en,English,2
9752c3f911,Thời gian dành cho phụ huynh và trẻ em ở bên nhau là bước đầu tiên để thực hiện các ý tưởng và thực hành mà tôi sẽ thảo luận trong cuốn sách này.,"Trong cuốn sách này, tôi sẽ đề cập đến các chủ đề mà phụ huynh và con cái của họ có thể thực hiện trong khi dành thời gian bên nhau.",vi,Vietnamese,0
e1cfb4f6e6,"The rustic Bras-David picnic area, for example, is set alongside a burbling stream.",The picnic area is not near a stream.,en,English,2
13b2d2328b,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,He would mow your entire yard in eight minutes if he was using a power mower.,en,English,1
8d360ce050,"Πρόοδος στην Αεροπλοΐα Γίνεται, αλλά Απαιτείται Μακροπρόθεσμη Προσοχή.",Οι προϋπολογισμοί πρέπει να αυξηθούν συνολικά για βέλτιστα αποτελέσματα.,el,Greek,1
dc5c4be838,um-hum yeah i saw that for the first time yesterday in the evening,I was very impressed when I saw that yesterday.,en,English,1
12d5e4b5de,Μου είπε τι ακριβώς χρειαζόταν και ότι το χρειαζόταν σήμερα.,Είπε ότι θα μπορούσα να το υποβάλλω οποτεδήποτε.,el,Greek,2
0ef9524ce7,"Bauerstein.""",Alfred Inglethorp,en,English,2
5bb743d827,Makumbusho hayakuwa imara kwenye orodha au lebo,Makavazi hayo hayapendi kuandikwa.,sw,Swahili,1
0cc7c4de1b,What have we for lunch? ,What are we going to eat for lunch?,en,English,0
840da92d5e,A poll of Hong Kong residents finds them sanguine about the city's future.,A poll of Hong Kong residents finds them more sanguine about the city's future than before. ,en,English,1
1b1f7455ef,每天近10万人来到这里欣赏令人眩目的建筑和探索这个不断变化的城市的最新景点。,此城市无发达的旅游业。,zh,Chinese,2
0fba15690f,هناك نوعان من المزايا التطورية لمتوسط المظهر.,من المفيد أن تبدو عاديا لأن الناس يتركونك في حالك.,ar,Arabic,1
e0bec36772,well i meant when when you were when you were growing up i mean like Galveston,You grew up in Galveston and I grew up in Dallas.,en,English,1
fb3122d537,I am so constituted as to be unable to give away money with any satisfaction until I have made the most careful inquiry as to the worthiness of the cause.,I have to research a cause carefully before donating money to it.,en,English,0
